count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
8760.000000,16.016667,0.000000,102.000000,16.433280,0.175579,270.052696,1.026011,1.156966,0.856856,2.000000,10.000000,26.000000,49.000000,64.000000
