count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
8760.000000,5.275226,0.000000,70.333333,7.115694,0.076027,50.633100,1.348889,2.432397,8.251996,0.466667,2.550000,7.250000,19.918333,33.077333
