count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
8760.000000,16.016324,0.000000,102.000000,16.402603,0.175251,269.045401,1.024118,1.164924,0.837188,2.000000,10.000000,26.000000,49.000000,64.000000
