usertype,day_of_week,dow_name,bin_of_day,count,mean,min,max,stdev,sem,var,cv,skew,kurt,p25,p50,p75,p95,p99
Short-Term Pass Holder,4,Friday,23,52.000000,2.653846,0.000000,19.000000,4.237483,0.587633,17.956259,1.596733,2.686768,7.394631,0.000000,2.000000,3.000000,12.250000,18.490000
Short-Term Pass Holder,5,Saturday,0,52.000000,1.923077,0.000000,17.000000,3.204446,0.444377,10.268477,1.666312,2.965342,10.452653,0.000000,1.000000,2.000000,8.000000,14.450000
Short-Term Pass Holder,5,Saturday,1,52.000000,1.807692,0.000000,11.000000,2.883615,0.399885,8.315234,1.595191,1.929708,3.292522,0.000000,0.000000,3.250000,9.000000,11.000000
Short-Term Pass Holder,5,Saturday,2,52.000000,1.288462,0.000000,10.000000,2.234634,0.309888,4.993590,1.734343,2.210040,4.931702,0.000000,0.000000,2.000000,6.000000,8.980000
Short-Term Pass Holder,5,Saturday,3,52.000000,0.538462,0.000000,6.000000,1.110759,0.154035,1.233786,2.062838,2.979526,11.085933,0.000000,0.000000,1.000000,2.450000,4.470000
Short-Term Pass Holder,5,Saturday,4,52.000000,0.230769,0.000000,5.000000,0.854409,0.118485,0.730015,3.702440,4.432815,21.101859,0.000000,0.000000,0.000000,1.450000,3.980000
Short-Term Pass Holder,5,Saturday,5,52.000000,0.192308,0.000000,2.000000,0.444507,0.061642,0.197587,2.311438,2.279220,4.804759,0.000000,0.000000,0.000000,1.000000,1.490000
Short-Term Pass Holder,5,Saturday,6,52.000000,0.615385,0.000000,7.000000,1.443767,0.200215,2.084465,2.346122,2.870445,8.563014,0.000000,0.000000,0.000000,4.000000,5.980000
Short-Term Pass Holder,5,Saturday,7,52.000000,2.038462,0.000000,13.000000,3.073999,0.426287,9.449472,1.508000,1.942072,3.254387,0.000000,1.000000,2.250000,9.000000,11.470000
Short-Term Pass Holder,5,Saturday,8,52.000000,3.846154,0.000000,19.000000,4.547719,0.630655,20.681750,1.182407,1.594650,2.531998,0.000000,2.500000,6.000000,11.350000,18.490000
Short-Term Pass Holder,5,Saturday,9,52.000000,7.750000,0.000000,30.000000,7.131469,0.988957,50.857843,0.920189,1.039431,0.842957,2.000000,5.500000,12.000000,20.900000,27.450000
Short-Term Pass Holder,5,Saturday,10,52.000000,11.826923,0.000000,54.000000,10.606548,1.470864,112.498869,0.896814,1.476475,3.567140,4.000000,9.000000,18.250000,28.900000,43.800000
Short-Term Pass Holder,5,Saturday,11,52.000000,18.384615,0.000000,63.000000,15.334383,2.126496,235.143288,0.834088,0.887559,0.737369,4.000000,17.000000,28.000000,41.450000,62.490000
Short-Term Pass Holder,5,Saturday,12,52.000000,20.923077,0.000000,54.000000,16.023079,2.222001,256.739065,0.765809,0.481261,-0.783128,6.750000,19.000000,32.250000,50.000000,52.980000
Short-Term Pass Holder,5,Saturday,13,52.000000,24.923077,0.000000,57.000000,18.141974,2.515839,329.131222,0.727919,0.034669,-1.403938,7.500000,24.500000,41.250000,52.450000,55.980000
Short-Term Pass Holder,5,Saturday,14,52.000000,27.346154,0.000000,81.000000,19.995965,2.772941,399.838612,0.731217,0.464738,-0.195182,11.750000,27.500000,40.500000,54.450000,77.940000
Short-Term Pass Holder,5,Saturday,15,52.000000,26.326923,0.000000,77.000000,19.350960,2.683495,374.459653,0.735026,0.413212,-0.365787,8.500000,27.500000,39.250000,57.600000,71.900000
Short-Term Pass Holder,5,Saturday,16,52.000000,23.596154,0.000000,60.000000,16.549699,2.295030,273.892534,0.701373,0.051222,-0.943624,9.250000,25.000000,35.000000,48.800000,56.430000
Short-Term Pass Holder,5,Saturday,17,52.000000,19.365385,0.000000,52.000000,15.050280,2.087098,226.510935,0.777174,0.339822,-0.930698,4.750000,19.000000,30.250000,43.350000,50.980000
Short-Term Pass Holder,5,Saturday,18,52.000000,14.019231,0.000000,52.000000,13.726303,1.903496,188.411388,0.979105,0.924807,0.324682,1.750000,11.500000,22.250000,39.800000,50.980000
Short-Term Pass Holder,5,Saturday,19,52.000000,11.211538,0.000000,40.000000,11.379956,1.578116,129.503394,1.015022,0.771953,-0.604416,1.000000,6.500000,18.500000,30.900000,36.940000
Short-Term Pass Holder,5,Saturday,20,52.000000,7.269231,0.000000,41.000000,8.369214,1.160601,70.043741,1.151320,1.770617,4.260780,1.000000,4.500000,11.000000,19.350000,34.880000
Short-Term Pass Holder,5,Saturday,21,52.000000,5.846154,0.000000,40.000000,7.523518,1.043324,56.603318,1.286917,2.270833,7.419065,0.000000,3.500000,9.000000,16.450000,31.840000
Short-Term Pass Holder,5,Saturday,22,52.000000,3.596154,0.000000,33.000000,5.191470,0.719927,26.951357,1.443617,3.749381,19.829468,0.000000,2.500000,5.000000,9.000000,21.780000
Short-Term Pass Holder,5,Saturday,23,52.000000,3.384615,0.000000,25.000000,4.753343,0.659170,22.594268,1.404397,2.361930,7.540551,0.000000,1.500000,5.000000,12.450000,18.880000
Short-Term Pass Holder,6,Sunday,0,52.000000,2.269231,0.000000,10.000000,2.794360,0.387508,7.808446,1.231413,1.264801,0.524925,0.000000,1.000000,4.000000,8.000000,9.490000
Short-Term Pass Holder,6,Sunday,1,52.000000,1.038462,0.000000,6.000000,1.413680,0.196042,1.998492,1.361322,1.921664,4.304405,0.000000,1.000000,2.000000,3.450000,6.000000
Short-Term Pass Holder,6,Sunday,2,52.000000,1.480769,0.000000,7.000000,2.062650,0.286038,4.254525,1.392958,1.464577,1.271619,0.000000,0.500000,2.000000,6.450000,7.000000
Short-Term Pass Holder,6,Sunday,3,52.000000,0.365385,0.000000,3.000000,0.741722,0.102858,0.550151,2.029975,1.984343,3.050548,0.000000,0.000000,0.000000,2.000000,2.490000
Short-Term Pass Holder,6,Sunday,4,52.000000,0.230769,0.000000,3.000000,0.614063,0.085155,0.377074,2.660942,2.998518,9.268690,0.000000,0.000000,0.000000,1.450000,2.490000
Short-Term Pass Holder,6,Sunday,5,52.000000,0.326923,0.000000,3.000000,0.617432,0.085622,0.381222,1.888614,2.262460,6.192745,0.000000,0.000000,1.000000,1.000000,2.490000
Short-Term Pass Holder,6,Sunday,6,52.000000,0.615385,0.000000,5.000000,1.050748,0.145713,1.104072,1.707466,2.424501,6.750519,0.000000,0.000000,1.000000,2.450000,4.490000
Short-Term Pass Holder,6,Sunday,7,52.000000,2.192308,0.000000,16.000000,3.181062,0.441134,10.119155,1.451011,2.238722,6.317241,0.000000,1.000000,3.000000,7.900000,12.940000
Short-Term Pass Holder,6,Sunday,8,52.000000,4.134615,0.000000,19.000000,4.111337,0.570140,16.903092,0.994370,1.450965,2.539449,1.000000,3.000000,6.000000,11.000000,16.960000
Short-Term Pass Holder,6,Sunday,9,52.000000,7.500000,0.000000,37.000000,8.235504,1.142059,67.823529,1.098067,1.894237,4.306019,2.000000,5.000000,11.000000,20.900000,36.490000
Short-Term Pass Holder,6,Sunday,10,52.000000,13.096154,0.000000,42.000000,11.143027,1.545260,124.167044,0.850863,0.973394,0.368239,5.000000,11.000000,18.500000,36.350000,41.490000
Short-Term Pass Holder,6,Sunday,11,52.000000,17.230769,0.000000,51.000000,12.622133,1.750375,159.318250,0.732535,0.536117,-0.212063,6.000000,16.500000,26.250000,40.000000,46.920000
Short-Term Pass Holder,6,Sunday,12,52.000000,19.365385,0.000000,69.000000,15.417114,2.137969,237.687406,0.796117,0.909491,1.160223,6.000000,21.500000,27.250000,45.300000,62.880000
Short-Term Pass Holder,6,Sunday,13,52.000000,20.980769,0.000000,65.000000,15.707486,2.178236,246.725113,0.748661,0.422262,-0.210191,6.750000,22.000000,33.250000,42.450000,59.900000
Short-Term Pass Holder,6,Sunday,14,52.000000,19.750000,0.000000,67.000000,16.499406,2.288056,272.230392,0.835413,0.860201,0.217778,6.750000,16.000000,28.750000,50.450000,61.900000
Short-Term Pass Holder,6,Sunday,15,52.000000,19.846154,0.000000,50.000000,14.617187,2.027039,213.662142,0.736525,0.318382,-0.954398,6.750000,18.500000,31.250000,44.450000,49.490000
Short-Term Pass Holder,6,Sunday,16,52.000000,18.615385,0.000000,55.000000,14.509164,2.012059,210.515837,0.779418,0.416474,-0.791070,4.750000,15.500000,29.250000,41.350000,49.390000
Short-Term Pass Holder,6,Sunday,17,52.000000,14.519231,0.000000,55.000000,13.151441,1.823777,172.960407,0.905795,0.804536,0.163538,3.000000,11.500000,24.250000,36.900000,46.330000
Short-Term Pass Holder,6,Sunday,18,52.000000,10.653846,0.000000,37.000000,10.253425,1.421894,105.132730,0.962415,0.872652,-0.238292,2.000000,7.500000,17.750000,31.450000,34.960000
Short-Term Pass Holder,6,Sunday,19,52.000000,8.326923,0.000000,50.000000,9.873159,1.369161,97.479261,1.185691,2.042447,5.358843,1.750000,5.000000,11.000000,26.250000,39.800000
Short-Term Pass Holder,6,Sunday,20,52.000000,6.692308,0.000000,25.000000,7.317823,1.014799,53.550528,1.093468,1.130804,0.240818,0.750000,4.000000,11.250000,21.900000,24.490000
Short-Term Pass Holder,6,Sunday,21,52.000000,5.038462,0.000000,25.000000,5.996605,0.831580,35.959276,1.190166,1.587654,2.407970,0.000000,3.000000,8.250000,16.350000,23.980000
Short-Term Pass Holder,6,Sunday,22,52.000000,2.692308,0.000000,12.000000,3.214785,0.445810,10.334842,1.194063,1.214071,0.619513,0.000000,1.000000,4.250000,9.450000,10.980000
Short-Term Pass Holder,6,Sunday,23,52.000000,1.596154,0.000000,8.000000,2.277422,0.315822,5.186652,1.426819,1.486228,1.399621,0.000000,0.000000,3.000000,7.000000,8.000000
